LOC_CODE;LOCATION_TYPE;LOCATION_NAME;DIS_CODE;DISTRICT;REG_CODE;REGION
L19524;д.;Застенок Скриплево;D021;Воложинский;R06;МИНСКАЯ ОБЛАСТЬ
L22085;аг.;Застенок Устерхи;D025;Глусский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L04346;д.;Застенок-Затишье;D034;Докшицкий;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L04347;д.;Застенок-Речные;D034;Докшицкий;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L14194;д.;Застенье;D090;Ошмянский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L06786;д.;Застодолье;D102;Сенненский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L00468;д.;Застружье;D044;Ивановский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L22311;аг.;Засулье;D110;Столбцовский;R06;МИНСКАЯ ОБЛАСТЬ
L04863;д.;Затеклясье;D063;Лепельский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L18512;д.;Затемень;D017;Вилейский;R06;МИНСКАЯ ОБЛАСТЬ
L21840;д.;Затетерка;D060;Круглянский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L19750;д.;Затитова Слобода;D096;Пуховичский;R06;МИНСКАЯ ОБЛАСТЬ
L19182;д.;Затишек;D021;Воложинский;R06;МИНСКАЯ ОБЛАСТЬ
L02747;д.;Затишье;D010;Браславский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L10926;д.;Затон;D100;Светлогорский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L23309;д.;Затоны-1;D035;Дрибинский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L23310;д.;Затоны-2;D035;Дрибинский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L00983;д.;Заточье;D036;Дрогичинский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L06097;д.;Затростенье;D093;Полоцкий;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L19042;д.;Затурья;D083;Несвижский;R06;МИНСКАЯ ОБЛАСТЬ
L24762;д.;Зауголье;D081;Мядельский;R06;МИНСКАЯ ОБЛАСТЬ
L09966;д.;Заужель;D097;Речицкий;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L01194;д.;Заужовье;D053;Кобринский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L03726;д.;Заулки;D024;Глубокский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L03799;д.;Заулок-Русский;D024;Глубокский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L05599;д.;Заутье;D074;Миорский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L18742;д.;Заушье;D083;Несвижский;R06;МИНСКАЯ ОБЛАСТЬ
L15242;д.;Зафильцы;D021;Воложинский;R06;МИНСКАЯ ОБЛАСТЬ
L24779;д;Зафранцузская Гребля;D096;Пуховичский;R06;МИНСКАЯ ОБЛАСТЬ
L27010;д.;Захажево;D021;Воложинский;R06;МИНСКАЯ ОБЛАСТЬ
L03119;д.;Захаренки;D019;Витебский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L15706;д.;Захаричи;D073;Минский;R06;МИНСКАЯ ОБЛАСТЬ
L13210;д.;Захаришки;D089;Островецкий;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L26224;д.;Захарки-2;D039;Ельский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L05655;д.;Захарни;D074;Миорский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L06163;д.;Захарничи;D093;Полоцкий;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L23621;д.;Захаровка;D119;Червенский;R06;МИНСКАЯ ОБЛАСТЬ
L08010;д.;Захарово;D124;Шумилинский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L07087;д.;Захаровщина;D094;Поставский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L15903;д.;Захвойники;D032;Дзержинский;R06;МИНСКАЯ ОБЛАСТЬ
L03854;д.;Заходники;D019;Витебский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L02268;д.;Заходно;D006;Бешенковичский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L04535;д.;Заходы;D029;Городокский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L05159;д.;Захотино;D063;Лепельский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L15678;д.;Зацень;D073;Минский;R06;МИНСКАЯ ОБЛАСТЬ
L18936;д.;Заценье;D066;Логойский;R06;МИНСКАЯ ОБЛАСТЬ
L14806;д.;Зачепичи;D125;Щучинский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L05815;д.;Зачеревье;D074;Миорский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L18843;д.;Зачерная;D017;Вилейский;R06;МИНСКАЯ ОБЛАСТЬ
L04950;д.;Зачерня;D065;Лиозненский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L07759;д.;Зачистики;D122;Шарковщинский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L16516;аг.;Зачистье;D008;Борисовский;R06;МИНСКАЯ ОБЛАСТЬ
L08973;аг.;Заширье;D039;Ельский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L20972;п.;Зашляшье;D117;Чаусский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L09659;аг.;Защебье;D097;Речицкий;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L02906;д.;Защирино;D015;Верхнедвинский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L21615;д.;Защита;D123;Шкловский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L15448;д.;Заямное;D106;Смолевичский;R06;МИНСКАЯ ОБЛАСТЬ
L15368;д.;Заямочное;D073;Минский;R06;МИНСКАЯ ОБЛАСТЬ
L21428;д.;Заяченье;D014;Быховский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L08917;д.;Заячье;D039;Ельский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L15734;д.;Збаровичи;D073;Минский;R06;МИНСКАЯ ОБЛАСТЬ
L00812;д.;Збироги;D012;Брестский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L12261;д.;Збляны;D043;Зельвенский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L13500;д.;Збойск;D046;Ивьевский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L10570;д.;Зборов;D098;Рогачевский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L00733;д.;Зборомирово;D012;Брестский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L23779;д.;Зборск;D088;Осиповичский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L12742;д.;Зборы;D020;Волковысский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L17123;д.;Збочно;D104;Слонимский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L06395;д.;Збродовичи;D093;Полоцкий;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L26547;д;Зброжки;D125;Щучинский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L00223;д.;Збунин;D012;Брестский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L01927;д.;Збураж;D071;Малоритский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L23359;д.;Збышин;D049;Кировский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L24616;д.;Звальня;D052;Кличевский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L06480;д.;Званое;D093;Полоцкий;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L05228;д.;Звезда;D063;Лепельский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L00016;д.;Звездная;D001;Барановичский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L24013;аг.;Звенчатка;D051;Климовичский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L16219;д.;Звеняты;D008;Борисовский;R06;МИНСКАЯ ОБЛАСТЬ
L11514;д.;Звеняцкое;D115;Хойникский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L07289;д.;Звенячи;D112;Толочинский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L18618;д.;Звериничи;D066;Логойский;R06;МИНСКАЯ ОБЛАСТЬ
L14531;д.;Зверки;D021;Воложинский;R06;МИНСКАЯ ОБЛАСТЬ
L00304;д.;Зверовщина;D001;Барановичский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L01968;д.;Звозы;D071;Малоритский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L10576;д.;Звонец;D098;Рогачевский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L16585;д.;Звонка;D050;Клецкий;R06;МИНСКАЯ ОБЛАСТЬ
L05073;х.;Звонки;D074;Миорский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L21151;д.;Звонцовка;D014;Быховский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L07490;д.;Звонь;D114;Ушачский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L04634;д.;Звяги;D029;Городокский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L05446;д.;Згарда;D087;Оршанский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L21787;д.;Згода;D025;Глусский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L23882;д.;Згурск;D119;Червенский;R06;МИНСКАЯ ОБЛАСТЬ
L00199;д.;Здитово;D004;Березовский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L23569;п.;Здоровец;D113;Узденский;R06;МИНСКАЯ ОБЛАСТЬ
L11227;д.;Здудичи;D100;Светлогорский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L03642;д.;Зеваличи;D024;Глубокский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L26937;д;Зелезьки;D118;Чашникский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L00244;д.;Зеленая;D001;Барановичский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L09149;п.;Зеленая Долина;D042;Жлобинский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L16826;д.;Зеленая Дубрава;D008;Борисовский;R06;МИНСКАЯ ОБЛАСТЬ
L25816;д.;Зеленая Дуброва;D109;Стародорожский;R06;МИНСКАЯ ОБЛАСТЬ
L11579;д.;Зеленая Поляна;D121;Чечерский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L06565;д.;Зеленая Роща;D099;Россонский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L10263;д.;Зеленая Рунь;D098;Рогачевский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L22132;д.;Зеленая Слобода;D076;Могилевский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L08710;п.;Зеленая Хвоя;D016;Ветковский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L02230;д.;Зеленевичи;D095;Пружанский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L00788;д.;Зеленец;D012;Брестский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L01956;д.;Зеленица;D071;Малоритский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L02628;д.;Зеленка;D010;Браславский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L14617;д.;Зеленки;D069;Любанский;R06;МИНСКАЯ ОБЛАСТЬ
L21788;д.;Зеленковичи;D025;Глусский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L00990;д.;Зеленковщизна;D040;Жабинковский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L11741;д.;Зеленочи;D047;Калинковичский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L07673;д.;Зеленые Дубы;D112;Толочинский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L09444;д.;Зеленые Луки;D027;Гомельский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L23096;п.;Зеленый;D076;Могилевский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L00647;п.;Зеленый Бор;D045;Ивацевичский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L15869;д.;Зеленый Гай;D003;Березинский;R06;МИНСКАЯ ОБЛАСТЬ
L08547;п.;Зеленый Дуб;D013;Буда-Кошелевский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L23992;д.;Зеленый Клин;D051;Климовичский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L09150;д.;Зеленый Кряж;D042;Жлобинский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L25756;п.;Зеленый Курган;D108;Солигорский;R06;МИНСКАЯ ОБЛАСТЬ
L05289;д.;Зеленый Лог;D074;Миорский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L18988;д.;Зеленый Луг;D066;Логойский;R06;МИНСКАЯ ОБЛАСТЬ
L15450;д.;Зеленый Лужок;D106;Смолевичский;R06;МИНСКАЯ ОБЛАСТЬ
L13011;д.;Зеленый Мох;D077;Мозырский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L05160;д.;Зеленый Остров;D063;Лепельский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L26212;д.;Зеленый Прудок;D117;Чаусский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L09280;п.;Зеленый Сад;D027;Гомельский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L25120;д.;Зелень;D113;Узденский;R06;МИНСКАЯ ОБЛАСТЬ
L21824;д.;Зеленьково;D060;Круглянский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L15038;д.;Зелёная;D073;Минский;R06;МИНСКАЯ ОБЛАСТЬ
L08574;п.;Зелёная Дуброва;D013;Буда-Кошелевский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L00940;д.;Зелово;D036;Дрогичинский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L12209;гп;Зельва;D043;Зельвенский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L12506;д.;Зельвянка;D043;Зельвенский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L02231;д.;Зельзин;D095;Пружанский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L03397;д.;Зельки;D015;Верхнедвинский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L16528;аг.;Зембин;D008;Борисовский;R06;МИНСКАЯ ОБЛАСТЬ
L07198;д.;Земковичи;D102;Сенненский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L07973;д.;Земково;D124;Шумилинский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L26166;д.;Земляница;D052;Кличевский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L05202;д.;Земцы;D063;Лепельский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L24189;д.;Зенанполье;D119;Червенский;R06;МИНСКАЯ ОБЛАСТЬ
L14299;д.;Зеневичи;D022;Вороновский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L14473;д.;Зеневцы;D125;Щучинский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L12304;д.;Зеневщина;D084;Новогрудский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L17820;д.;Зеноново;D017;Вилейский;R06;МИНСКАЯ ОБЛАСТЬ
L12487;д.;Зенчики;D020;Волковысский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L01034;д.;Зеньки;D048;Каменецкий;R01;БРЕСТСКАЯ ОБЛАСТЬ
L23588;аг.;Зеньковичи;D113;Узденский;R06;МИНСКАЯ ОБЛАСТЬ
L21397;д;Зеньково;D094;Поставский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L12527;д.;Зеньковцы;D043;Зельвенский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L18792;д.;Зенюки;D125;Щучинский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L14833;д.;Зеняпиши;D125;Щучинский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L16577;д.;Зерновая;D050;Клецкий;R06;МИНСКАЯ ОБЛАСТЬ
L07515;д.;Зерченицы;D114;Ушачский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L02676;д.;Зимирка;D010;Браславский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L09333;п.;Зимний;D027;Гомельский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L04635;д.;Зимник;D029;Городокский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L02677;д.;Зимники;D010;Браславский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L22489;д.;Зимница;D076;Могилевский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L23993;д.;Зимницы;D051;Климовичский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L13025;д.;Зимовая Буда;D077;Мозырский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L18173;д.;Зимодры;D017;Вилейский;R06;МИНСКАЯ ОБЛАСТЬ
L13355;д.;Зиневцы;D020;Волковысский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L02232;д.;Зиновичи;D095;Пружанский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L18809;д.;Зиняки;D125;Щучинский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L12743;д.;Злобовщина;D020;Волковысский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L09090;д.;Зломное;D042;Жлобинский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L02550;д.;Злото;D010;Браславский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L09131;д.;Змеевка;D042;Жлобинский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L11653;д.;Змеевцы;D038;Дятловский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L05757;х.;Змитраки;D074;Миорский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L12126;х.;Знайдино;D005;Берестовицкий;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L00224;д.;Знаменка;D012;Брестский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L17979;д.;Знаменская;D061;Крупский;R06;МИНСКАЯ ОБЛАСТЬ
L15134;д.;Знамя;D105;Слуцкий;R06;МИНСКАЯ ОБЛАСТЬ
L09430;п.;Знамя Труда;D027;Гомельский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L13886;х.;Знахари;D089;Островецкий;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L09562;д.;Зноски;D090;Ошмянский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L14507;д.;Зобие;D125;Щучинский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L20560;д.;Зоевка;D057;Костюковичский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L15578;д.;Золотари;D032;Дзержинский;R06;МИНСКАЯ ОБЛАСТЬ
L15739;д.;Золотая Горка;D106;Смолевичский;R06;МИНСКАЯ ОБЛАСТЬ
L21751;д.;Золотва;D014;Быховский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L12232;д.;Золотеево;D043;Зельвенский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L04694;д.;Золотовичи;D037;Дубровенский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L09255;д.;Золотой Рог;D016;Ветковский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L12094;д.;Золотомино;D056;Кормянский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L11798;д.;Золотуха;D047;Калинковичский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L23421;д.;Золочево;D080;Мстиславский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L17821;д.;Зольки;D017;Вилейский;R06;МИНСКАЯ ОБЛАСТЬ
L16997;д.;Зоренька;D078;Молодечненский;R06;МИНСКАЯ ОБЛАСТЬ
L25729;д.;Зори;D120;Чериковский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L00001;д.;Зоричи;D001;Барановичский;R01;БРЕСТСКАЯ ОБЛАСТЬ
