Код;Кол-во;Наименование;Автор;ISBN;Вес шт.(кг);Описание;Направление;Ссылка на cайт;Цена без скидки;Акционная скидка;Скидка корпоративная;Итоговая скидка;Итоговая цена;Стоимость;;
00000014757;0;Чему я научился, потеряв миллион долларов;Джим Пол, Брендан Мойнихан;978-5-00100-329-8;0,45;;Бизнес;https://www.mann-ivanov-ferber.ru/books/chemu-ya-nauchilsya-poteryav-million-dollarov/?buytab=paperbook;1265,00;30%;т ты меня;50%;632,50;0,00;885,5;
00000014759;0;Когда солнце было кляксой;Джо Фернихо;978-5-00100-806-4;0,51;Книга вдохновляющего рисования;Творчество;https://www.mann-ivanov-ferber.ru/books/kogda_solncze_byilo_klyaksoj/?buytab=paperbook;735,00;30%;т ты меня;50%;367,50;0,00;514,5;
00000014580;0;Умение говорить «нет»;Петра Кунце;978-5-00100-671-8;0,25;Простые практики для обретения внутренней свободы;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/umenie-govorit-net/?buytab=paperbook;670,00;30%;т ты меня;50%;335,00;0,00;469;
00000014282;0;Агата Кристи;Анна Мартинетти, Гийом Лебо, Александр Франк;978-5-00100-796-8;0,45;История жизни королевы детектива;Комиксы;https://www.mann-ivanov-ferber.ru/books/agata-kristi/?buytab=paperbook;825,00;30%;т ты меня;50%;412,50;0,00;577,5;
00000014577;0;Та самая книга для девелопера;Игорь Манн, Иван Черемных;978-5-00100-792-0;0,67;Исчерпывающее руководство по маркетингу и продажам недвижимости;Бизнес;https://www.mann-ivanov-ferber.ru/books/ta-samaya-kniga-developera/?buytab=paperbook;2000,00;30%;т ты меня;50%;1000,00;0,00;1400;
00000010733;0;Новые размышления о политике;Ицхак Адизес;978-5-00057-939-8;0,37;;Бизнес;https://www.mann-ivanov-ferber.ru/books/novye-razmyshleniya-o-politike/?buytab=paperbook;920,00;30%;т ты меня;50%;460,00;0,00;644;
00000014407;0;Здоровый мозг;Дэвид Перлмуттер, Кэрол Колман;978-5-00100-769-2;0,51;Программа для улучшения памяти и мышления;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/zdorovyij-mozg/?buytab=paperbook;935,00;30%;т ты меня;50%;467,50;0,00;654,5;
00000014579;0;Магия утра. Дневник;Хэл Элрод;978-5-00117-043-3;0,25;;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/magiya-utra-dnevnik/?buytab=paperbook;750,00;30%;т ты меня;50%;375,00;0,00;525;
00000014758;0;Аналитическая культура;Карл Андерсон;978-5-00100-781-4;0,78;От сбора данных до бизнес-результатов;Бизнес;https://www.mann-ivanov-ferber.ru/books/analiticheskaya-kultura/?buytab=paperbook;1625,00;30%;т ты меня;50%;812,50;0,00;1137,5;
00000014517;0;Привычка работать вместе;Твайла Тарп;978-5-00100-659-6;0,41;Как двигаться в одном направлении, понимать людей и создавать настоящую команду;Творчество;https://www.mann-ivanov-ferber.ru/books/privyichka-rabotat-vmeste/?buytab=paperbook;1000,00;30%;т ты меня;50%;500,00;0,00;700;
00000014578;0;Наказание наградой;Альфи Кон;978-5-00100-702-9;0,91;Что не так со школьными оценками, системами мотивации, похвалой и прочими взятками;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/paperbook/nakazanie-nagradoj/?buytab=paperbook;1070,00;30%;т ты меня;50%;535,00;0,00;749;
00000014618;0;Эйнштейн;Корин Майер, Анна Симон;978-5-00100-838-5;0,60;Графическая биография;Комиксы;https://www.mann-ivanov-ferber.ru/books/ejnshtejn/?buytab=paperbook;810,00;30%;т ты меня;50%;405,00;0,00;567;
00000014493;0;642 идеи для историй;;978-5-00100-766-1;0,54;Блокнот начинающего писателя;Творчество;https://www.mann-ivanov-ferber.ru/books/642_idei_dlya_istorij/?buytab=paperbook;735,00;30%;т ты меня;50%;367,50;0,00;514,5;
00000014648;0;Ритм вселенной;Стивен Строгац;978-5-00100-388-5;0,73;Как из хаоса возникает порядок в природе и в повседневной жизни;Научпоп;https://www.mann-ivanov-ferber.ru/books/ritm-vselennoj/?buytab=paperbook;1280,00;30%;т ты меня;50%;640,00;0,00;896;
00000014489;0;От шелка до кремния;Джеффри Гартен;978-5-00100-717-3;0,81;10 лидеров, которые объединили мир;Научпоп;https://www.mann-ivanov-ferber.ru/books/ot-shelka-do-kremniya/?buytab=paperbook;1465,00;30%;т ты меня;50%;732,50;0,00;1025,5;
00000014613;0;Nudge;Ричард Талер, Касс Санстейн;978-5-00100-785-2;0,50;Архитектура выбора;Научпоп;https://www.mann-ivanov-ferber.ru/books/nudge/?buytab=paperbook;1015,00;30%;т ты меня;50%;507,50;0,00;710,5;
00000014615;0;Меня никто не понимает!;Хайди Грант Хэлворсон;978-5-00100-842-2;0,33;Почему люди воспринимают нас не так, как нам хочется, и что с этим делать;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/menya_nikto_ne_ponimaet!/?buytab=paperbook;935,00;30%;т ты меня;50%;467,50;0,00;654,5;
00000014576;0;Мир акварели;Джин Хэйнс;978-5-00100-830-9;1,01;Техники, эксперименты, практические советы;Творчество;https://www.mann-ivanov-ferber.ru/books/mir_akvareli/?buytab=paperbook;1025,00;30%;т ты меня;50%;512,50;0,00;717,5;
00000014695;0;Лиминальное мышление;Дейв Грей;978-5-00100-782-1;0,35;Как перейти границы своих убеждений;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/liminalnoe-myishlenie/?buytab=paperbook;695,00;30%;т ты меня;50%;347,50;0,00;486,5;
00000014617;0;От звезды к звезде;Гарет Мур;978-5-00100-805-7;0,38;Астрономические головоломки;Творчество;https://www.mann-ivanov-ferber.ru/books/star-to-star/?buytab=paperbook;735,00;30%;т ты меня;50%;367,50;0,00;514,5;
00000014166;0;Стиль;Эмили Хендерсон, Анджелин Борсикс;978-5-00100-729-6;1,06;Тысячи приемов и хитростей для оформления любого интерьера;Творчество;https://www.mann-ivanov-ferber.ru/books/stil/?buytab=paperbook;0,00;15%;т ты меня;50%;0,00;0,00;0;
00000014575;0;Несведущий маэстро;Итай Талгам;978-5-00100-774-6;0,47;Принципы управления шести великих дирижеров двадцатого века;Бизнес;https://www.mann-ivanov-ferber.ru/books/nesvedushhij_maestro/?buytab=paperbook;1280,00;30%;т ты меня;50%;640,00;0,00;896;
00000014487;0;Гибкий ум;Эстанислао Бахрах;978-5-00117-075-4;0,42;Как видеть вещи иначе и думать нестандартно;Творчество;https://www.mann-ivanov-ferber.ru/books/gibkij_um/?buytab=paperbook;760,00;30%;т ты меня;50%;380,00;0,00;532;
00000014281;0;Хильда и черный пес;Люк Пирсон;978-5-00100-795-1;0,55;Том 4;Комиксы;https://www.mann-ivanov-ferber.ru/books/hilda-i-chernyij-pes/?buytab=paperbook;705,00;30%;т ты меня;50%;352,50;0,00;493,5;
00000001688;0;Бережливое производство + шесть сигм в сфере услуг;Майкл Джордж;978-5-00100-754-8;0,77;Как скорость бережливого производства и качество шести сигм помогают совершенствованию бизнеса;Бизнес;https://www.mann-ivanov-ferber.ru/books/paperbook/berelivoe/?buytab=paperbook;1265,00;30%;т ты меня;50%;632,50;0,00;885,5;
00000014548;0;Вот как мы живем;Мэтт Ламот;978-5-00100-808-8;0,31;Один день семи детей из разных стран;Детские книги;https://www.mann-ivanov-ferber.ru/books/vot-kak-myi-zhivem/?buytab=paperbook;600,00;30%;т ты меня;50%;300,00;0,00;420;
00000014492;0;Открывая организации будущего;Фредерик Лалу, Этьен Аппер;978-5-00100-775-3;0,59;Иллюстрированное путешествие в мир организаций нового типа;Бизнес;https://www.mann-ivanov-ferber.ru/books/otkryivaya-organizaczii-budushhego-illyustrirovannoe-puteshestvie/?buytab=paperbook;1200,00;30%;т ты меня;50%;600,00;0,00;840;
00000014410;0;Язык композиции;Альбрехт Рисслер;978-5-00100-751-7;1,13;Создаем выразительные фотографии;Творчество;https://www.mann-ivanov-ferber.ru/books/yazyik_kompoziczii/?buytab=paperbook;1600,00;30%;т ты меня;50%;800,00;0,00;1120;
00000014217;0;Винсент;Барбара Сток;978-5-00100-749-4;0,54;Графическая биография;Комиксы;https://www.mann-ivanov-ferber.ru/books/vinsent/?buytab=paperbook;845,00;30%;т ты меня;50%;422,50;0,00;591,5;
00000010403;0;Автоматический покупатель;Джон Уорриллоу;978-5-00057-663-2;0,30;Как создать бизнес по подписке в любой отрасли;Бизнес;https://www.mann-ivanov-ferber.ru/books/avtomaticheskij-pokupatel/?buytab=paperbook;740,00;30%;т ты меня;50%;370,00;0,00;518;
00000014411;0;Умение отпускать;Рональд Швеппе, Алеша Лонг;978-5-00100-673-2;0,25;Простые практики для обретения легкости и спокойствия;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/umenie-otpuskat/?buytab=paperbook;670,00;30%;т ты меня;50%;335,00;0,00;469;
00000014146;0;Самолёты и авиация;Елена Качур;978-5-00100-691-6;0,50;Детские энциклопедии с Чевостиком;Детские книги;https://www.mann-ivanov-ferber.ru/books/samolyotyi-i-aviacziya/?buytab=paperbook;600,00;30%;т ты меня;50%;300,00;0,00;420;
00000014163;0;Лиса и Заяц;Игорь Юльевич Олейников;978-5-00100-725-8;0,50;Графический роман;Комиксы;https://www.mann-ivanov-ferber.ru/books/lisa-i-zayacz/?buytab=paperbook;740,00;30%;т ты меня;50%;370,00;0,00;518;
00000010912;0;Волшебный банкомат;Попова Татьяна Львовна, Анастасия Булавкина;978-5-00057-864-3;0,43;Детям об экономике;Детские книги;https://www.mann-ivanov-ferber.ru/books/volshebnyij-bankomat/?buytab=paperbook;555,00;30%;т ты меня;50%;277,50;0,00;388,5;
00000014412;0;Проводим линии;Мария Казанович, Софья Бестужева;978-5-00100-771-5;0,00;Рабочие тетради Маши Казанович;Детские книги;https://www.mann-ivanov-ferber.ru/books/klassiki-provodim-linii/?buytab=paperbook;290,00;30%;т ты меня;50%;145,00;0,00;203;
00000014413;0;Рисуем орнаменты;Мария Казанович, Софья Бестужева;978-5-00100-772-2;0,15;Рабочие тетради Маши Казанович;Детские книги;https://www.mann-ivanov-ferber.ru/books/klassiki-risuem-ornamentyi/?buytab=paperbook;290,00;30%;т ты меня;50%;145,00;0,00;203;
00000014414;0;Режем бумагу;Мария Казанович, Софья Бестужева;978-5-00100-773-9;0,15;Рабочие тетради Маши Казанович;Детские книги;https://www.mann-ivanov-ferber.ru/books/klassiki-rezhem-bumagu/?buytab=paperbook;290,00;30%;т ты меня;50%;145,00;0,00;203;
00000014212;0;СуперУхо;Сиси Белл;978-5-00100-724-1;0,81;Графический роман;Комиксы;https://www.mann-ivanov-ferber.ru/books/superuxo/?buytab=paperbook;1015,00;30%;т ты меня;50%;507,50;0,00;710,5;
00000014215;0;Рисование фигуры человека;Джованни Чиварди;978-5-00100-730-2;0,71;Полное руководство;Творчество;https://www.mann-ivanov-ferber.ru/books/risovanie_figuryi_cheloveka/?buytab=paperbook;1075,00;30%;т ты меня;50%;537,50;0,00;752,5;
00000014409;0;Тренируем мозг. Тетрадь для развития памяти и интеллекта №6;Рюта Кавашима;978-5-00100-746-3;0,35;;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/treniruem-mozg-6/?buytab=paperbook;480,00;30%;т ты меня;50%;240,00;0,00;336;
00000014291;0;На двух колесах;Оливье Мелано;978-5-00100-767-8;0,38;История велосипеда;Комиксы;https://www.mann-ivanov-ferber.ru/books/na-dvux-kolesax/?buytab=paperbook;610,00;30%;т ты меня;50%;305,00;0,00;427;
00000014359;0;Kumon. Оживи картинку! Животные;;978-5-00100-655-8;0,29;;Детские книги;https://www.mann-ivanov-ferber.ru/books/kumon-ozhivi-kartinku-zhivotnyie/?buytab=paperbook;480,00;30%;т ты меня;50%;240,00;0,00;336;
00000014358;0;Kumon. Оживи картинку! Транспорт и техника;;978-5-00100-654-1;0,29;;Детские книги;https://www.mann-ivanov-ferber.ru/books/kumon-ozhivi-kartinku-transport/?buytab=paperbook;600,00;30%;т ты меня;50%;300,00;0,00;420;
00000014699;0;Набор закладок МИФа (для детей);;;0,00;;;https://www.mann-ivanov-ferber.ru/bookskomplekt-zakladok-mifa-dlya-detej/?buytab=paperbook;0,00;15%;т ты меня;50%;0,00;0,00;0;
00000014701;0;Набор закладок МИФа (для взрослых);;;0,00;;;https://www.mann-ivanov-ferber.ru/books/nabor-zakladok-mifa-dlya-vzroslyix/?buytab=paperbook;0,00;15%;т ты меня;50%;0,00;0,00;0;
